LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Bella Vista 966	Chimbote	-9.143726	-78.409272	93	1331	Rural	C	Centro	Costa	0.07
Caserío Chico 967	Chiclayo	-6.889879	-79.798077	570	6740	Urbano	C	Norte	Costa	0.08
Sector Chico 968	Arequipa	-16.332028	-71.531734	304	3966	Urbano	C	Sur	Selva	0.08
Santa Chico 969	Cusco	-13.558544	-71.978515	506	7336	Urbano	C	Sur	Selva	0.07
El Milagro 970	Trujillo	-7.79623	-79.279963	78	985	Rural	C	Norte	Costa	0.08
Las Flores 971	Cusco	-13.665552	-72.076869	42	409	Rural	C	Sur	Selva	0.1
Bella Vista 972	Lima	-11.854519	-77.740514	46	379	Rural	C	Centro	Costa	0.12
Caserío Industrial 973	Lima	-11.946432	-77.023706	1157	13251	Urbano	B	Centro	Costa	0.09
Pueblo Chico 974	Pucallpa	-8.537149	-74.485433	3168	31648	Urbano	B	Centro	Sierra	0.1
Los Angeles 975	Trujillo	-7.635226	-78.135802	164	1892	Rural	C	Norte	Costa	0.09
Zona Comercial 976	Lima	-12.070192	-76.993901	500	4071	Comercial	C	Centro	Costa	0.12
Santa Norte 977	Lima	-11.871696	-77.032553	642	7340	Urbano	C	Centro	Costa	0.09
Anexo Grande 978	Trujillo	-8.152328	-79.044908	1686	13667	Urbano	B	Centro	Costa	0.12
Distrito Oeste 979	Trujillo	-8.158504	-79.134636	698	5649	Urbano	C	Centro	Costa	0.12
San Norte 980	Huancayo	-11.940369	-75.441526	1747	25240	Urbano	B	Centro	Sierra	0.07
Barrio Viejo 981	Chiclayo	-6.86062	-79.872028	100	823	Urbano	C	Norte	Costa	0.12
Anexo Norte 982	Chiclayo	-6.967928	-80.036631	429	6204	Urbano	C	Norte	Costa	0.07
Urbanización Chico 983	Lima	-12.01134	-76.896511	117	990	Urbano	C	Centro	Costa	0.12
Las Flores 984	Lima	-12.120403	-76.839438	178	2568	Rural	C	Centro	Costa	0.07
Barrio Industrial 985	Piura	-5.07487	-80.706668	302	4049	Urbano	C	Norte	Costa	0.07
Sector Sur 986	Iquitos	-3.95638	-73.137221	1002	8505	Urbano	B	Norte	Sierra	0.12
Sector Chico 987	Huancayo	-12.084224	-75.140133	626	8244	Urbano	C	Centro	Sierra	0.08
Las Mercedes 988	Pucallpa	-8.121141	-74.409892	25	282	Rural	C	Centro	Sierra	0.09
Zona Comercial 989	Lima	-11.999792	-76.987888	865	10660	Comercial	C	Centro	Costa	0.08
Villa Viejo 990	Iquitos	-3.4823	-73.061912	115	1137	Urbano	C	Norte	Sierra	0.1
Bella Vista 991	Arequipa	-16.593991	-71.314075	10	122	Rural	C	Sur	Selva	0.08
Anexo Este 992	Cusco	-13.627193	-72.072489	649	7386	Urbano	C	Sur	Selva	0.09
La Esperanza 993	Arequipa	-16.850366	-71.555929	90	867	Rural	C	Sur	Selva	0.1
Santa Chico 994	Lima	-12.051849	-77.051069	112	1265	Urbano	C	Centro	Costa	0.09
Villa Bajo 995	Lima	-11.841366	-77.224108	1729	23632	Urbano	B	Centro	Costa	0.07
Urbanización Bajo 996	Lima	-12.059375	-77.136868	1729	22719	Urbano	B	Centro	Costa	0.08
Urbanización Bajo 997	Trujillo	-7.89041	-79.165018	337	3599	Urbano	C	Norte	Costa	0.09
Pueblo Viejo 998	Trujillo	-8.209	-79.026476	110	993	Urbano	C	Centro	Costa	0.11
El Progreso 999	Trujillo	-7.583652	-78.559573	60	855	Rural	C	Norte	Costa	0.07
San Bajo 1000	Cusco	-13.505667	-72.028018	271	3233	Urbano	C	Sur	Selva	0.08
Santa Grande 1001	Lima	-12.108805	-77.052787	2139	27022	Urbano	B	Centro	Costa	0.08
Caserío Bajo 1002	Iquitos	-3.710476	-73.169185	951	13103	Urbano	C	Norte	Sierra	0.07
Urbanización Viejo 1003	Cusco	-13.399025	-71.810032	512	7335	Urbano	C	Sur	Selva	0.07
Caserío Viejo 1004	Trujillo	-8.371369	-78.942392	1054	11711	Urbano	B	Centro	Costa	0.09
Bella Vista 1005	Lima	-13.027196	-76.742462	65	681	Rural	C	Sur	Costa	0.1
San Central 1006	Lima	-12.203316	-77.324611	100	850	Urbano	C	Centro	Costa	0.12
Los Angeles 1007	Lima	-11.952682	-76.981058	25	288	Rural	C	Centro	Costa	0.09
Zona Comercial 1008	Chimbote	-9.063973	-78.616068	1665	24530	Comercial	B	Centro	Costa	0.07
Santa Sur 1009	Trujillo	-8.061066	-78.99669	944	9858	Urbano	C	Centro	Costa	0.1
La Esperanza 1010	Cusco	-13.7217	-72.079872	191	2423	Rural	C	Sur	Selva	0.08
Buenos Aires 1011	Chimbote	-9.260116	-78.303409	13	136	Rural	C	Centro	Costa	0.1
Zona Comercial 1012	Chiclayo	-6.741519	-79.930703	1347	13800	Comercial	B	Norte	Costa	0.1
Urbanización Viejo 1013	Cusco	-13.490938	-72.004433	1325	17489	Urbano	B	Sur	Selva	0.08
Centro Nuevo 1014	Lima	-12.026174	-77.175231	349	2929	Urbano	C	Centro	Costa	0.12
Zona Comercial 1015	Iquitos	-3.817138	-73.105291	1122	15492	Comercial	B	Norte	Sierra	0.07
Centro Viejo 1016	Arequipa	-16.568924	-71.708837	165	2035	Urbano	C	Sur	Selva	0.08
Urbanización Alto 1017	Iquitos	-3.692366	-73.575668	870	8032	Urbano	C	Norte	Sierra	0.11
Santa Norte 1018	Piura	-5.286498	-80.573119	351	3766	Urbano	C	Norte	Costa	0.09
Barrio Viejo 1019	Piura	-5.035559	-80.627288	973	11320	Urbano	C	Norte	Costa	0.09
Villa Bajo 1020	Arequipa	-16.493913	-71.681785	306	3225	Urbano	C	Sur	Selva	0.09
San Viejo 1021	Lima	-12.18655	-76.710278	6009	61760	Urbano	A	Centro	Costa	0.1
Anexo Central 1022	Lima	-11.988709	-77.336525	1363	18634	Urbano	B	Centro	Costa	0.07
Centro Viejo 1023	Lima	-11.858617	-76.970176	1490	16139	Urbano	B	Centro	Costa	0.09
Las Flores 1024	Lima	-11.39491	-77.367064	528	6430	Rural	C	Centro	Costa	0.08
San Industrial 1025	Arequipa	-16.392837	-71.611509	1723	17388	Urbano	B	Sur	Selva	0.1
La Esperanza 1026	Lima	-12.095607	-77.350904	135	1697	Rural	C	Centro	Costa	0.08
Villa Central 1027	Trujillo	-8.307313	-79.104365	2957	29580	Urbano	B	Centro	Costa	0.1
Los Angeles 1028	Arequipa	-16.048699	-71.517122	307	4305	Rural	C	Sur	Selva	0.07
Villa Bajo 1029	Lima	-11.992974	-77.258193	1024	10626	Urbano	B	Centro	Costa	0.1
Sector Nuevo 1030	Trujillo	-8.057819	-79.208721	223	2621	Urbano	C	Centro	Costa	0.09
El Milagro 1031	Lima	-11.652583	-76.089513	20	191	Rural	C	Centro	Costa	0.1
Los Angeles 1032	Pucallpa	-8.285096	-75.154424	479	6854	Rural	C	Centro	Sierra	0.07
El Progreso 1033	Arequipa	-16.263902	-71.433876	250	2067	Rural	C	Sur	Selva	0.12
Sector Este 1034	Lima	-11.968316	-76.885025	350	3143	Urbano	C	Centro	Costa	0.11
Barrio Central 1035	Lima	-11.956608	-77.252138	207	2927	Urbano	C	Centro	Costa	0.07
Las Mercedes 1036	Huancayo	-11.549091	-74.832848	208	2673	Rural	C	Centro	Sierra	0.08
La Esperanza 1037	Trujillo	-8.607344	-79.535219	60	760	Rural	C	Centro	Costa	0.08
Zona Comercial 1038	Trujillo	-8.163415	-78.964735	1617	15485	Comercial	B	Centro	Costa	0.1
Barrio Nuevo 1039	Piura	-5.015673	-80.609612	340	3895	Urbano	C	Norte	Costa	0.09
El Milagro 1040	Chiclayo	-6.960821	-80.083539	47	634	Rural	C	Norte	Costa	0.07
Las Flores 1041	Arequipa	-16.25729	-70.933516	34	473	Rural	C	Sur	Selva	0.07
Centro Bajo 1042	Lima	-12.22295	-77.156203	2071	23819	Urbano	B	Centro	Costa	0.09
Los Angeles 1043	Lima	-11.713335	-77.233117	124	1354	Rural	C	Centro	Costa	0.09
Villa Bajo 1044	Lima	-11.930929	-77.142656	1139	15726	Urbano	B	Centro	Costa	0.07
Pueblo Alto 1045	Huancayo	-12.00688	-75.21982	250	2330	Urbano	C	Centro	Sierra	0.11
Las Mercedes 1046	Chiclayo	-7.418487	-79.720281	738	7709	Rural	C	Norte	Costa	0.1
Las Flores 1047	Trujillo	-7.628614	-79.582885	178	1608	Rural	C	Norte	Costa	0.11
Caserío Oeste 1048	Lima	-12.160205	-76.818983	100	1141	Urbano	C	Centro	Costa	0.09
Santa Viejo 1049	Piura	-5.107113	-80.564385	590	6301	Urbano	C	Norte	Costa	0.09
San Sur 1050	Chiclayo	-6.52532	-80.086044	6356	88673	Urbano	A	Norte	Costa	0.07
Las Flores 1051	Chimbote	-9.186668	-78.839066	36	332	Rural	C	Centro	Costa	0.11
Zona Comercial 1052	Chiclayo	-6.800568	-79.801457	2599	24210	Comercial	B	Norte	Costa	0.11
Anexo Norte 1053	Chiclayo	-6.883407	-79.90966	118	1314	Urbano	C	Norte	Costa	0.09
Zona Comercial 1054	Chimbote	-9.145366	-78.546697	689	5957	Comercial	C	Centro	Costa	0.12
Caserío Oeste 1055	Piura	-5.12397	-80.681393	472	4148	Urbano	C	Norte	Costa	0.11
Distrito Sur 1056	Lima	-11.865542	-76.895114	182	2580	Urbano	C	Centro	Costa	0.07
Zona Norte 1057	Chiclayo	-7.059032	-79.855524	286	2813	Urbano	C	Norte	Costa	0.1
Centro Viejo 1058	Trujillo	-8.186162	-78.995101	100	850	Urbano	C	Centro	Costa	0.12
El Milagro 1059	Lima	-11.808861	-76.804267	233	2641	Rural	C	Centro	Costa	0.09
Buenos Aires 1060	Cusco	-13.183316	-72.151169	304	3105	Rural	C	Sur	Selva	0.1
Buenos Aires 1061	Lima	-11.870888	-76.649584	294	3507	Rural	C	Centro	Costa	0.08
Zona Comercial 1062	Huancayo	-12.066972	-75.085979	630	7345	Comercial	C	Centro	Sierra	0.09
Distrito Sur 1063	Lima	-11.825991	-77.184316	3856	50811	Urbano	B	Centro	Costa	0.08
Sector Este 1064	Piura	-5.27041	-80.485133	8270	70348	Urbano	A	Norte	Costa	0.12
Caserío Bajo 1065	Chimbote	-9.245985	-78.597625	1968	17121	Urbano	B	Centro	Costa	0.11
Villa Chico 1066	Arequipa	-16.677865	-71.514583	198	2640	Urbano	C	Sur	Selva	0.07
Villa Norte 1067	Lima	-12.153654	-77.062666	913	10844	Urbano	C	Centro	Costa	0.08
El Milagro 1068	Lima	-11.595196	-77.418935	86	745	Rural	C	Centro	Costa	0.12
Zona Central 1069	Piura	-5.064885	-80.77015	581	6037	Urbano	C	Norte	Costa	0.1
Centro Grande 1070	Chimbote	-9.011024	-78.795013	1142	13962	Urbano	B	Centro	Costa	0.08
San Oeste 1071	Piura	-5.208272	-80.595052	1262	12769	Urbano	B	Norte	Costa	0.1
Bella Vista 1072	Lima	-12.441005	-77.108388	43	418	Rural	C	Centro	Costa	0.1
Zona Comercial 1073	Chiclayo	-6.742383	-79.824731	1897	26684	Comercial	B	Norte	Costa	0.07
Distrito Alto 1074	Pucallpa	-8.263538	-74.400765	769	9640	Urbano	C	Centro	Sierra	0.08
Santa Alto 1075	Piura	-5.262736	-80.696987	688	7999	Urbano	C	Norte	Costa	0.09
El Milagro 1076	Lima	-12.805084	-76.490098	91	1039	Rural	C	Centro	Costa	0.09
Anexo Alto 1077	Cusco	-13.46227	-72.008593	1462	13777	Urbano	B	Sur	Selva	0.11
Bella Vista 1078	Cusco	-13.841858	-72.181619	105	1428	Rural	C	Sur	Selva	0.07
Villa Nuevo 1079	Pucallpa	-8.562867	-74.736129	1586	15540	Urbano	B	Centro	Sierra	0.1
Centro Viejo 1080	Lima	-12.235483	-77.068658	1139	10945	Urbano	B	Centro	Costa	0.1
Zona Comercial 1081	Lima	-11.941139	-77.029343	500	5441	Comercial	C	Centro	Costa	0.09
Sector Oeste 1082	Piura	-5.034842	-80.39479	105	1086	Urbano	C	Norte	Costa	0.1
San Chico 1083	Lima	-12.079167	-77.165618	9759	125335	Urbano	A	Centro	Costa	0.08
Villa Alto 1084	Trujillo	-8.339972	-79.043183	215	2955	Urbano	C	Centro	Costa	0.07
Caserío Central 1085	Trujillo	-8.445253	-79.107102	2159	21741	Urbano	B	Centro	Costa	0.1
Urbanización Nuevo 1086	Arequipa	-16.508948	-71.699301	1485	13924	Urbano	B	Sur	Selva	0.11
Las Mercedes 1087	Lima	-12.212879	-76.378658	51	535	Rural	C	Centro	Costa	0.1
Las Mercedes 1088	Chiclayo	-6.529225	-79.991147	30	368	Rural	C	Norte	Costa	0.08
Las Mercedes 1089	Trujillo	-8.215914	-78.898252	780	11087	Rural	C	Centro	Costa	0.07
Buenos Aires 1090	Trujillo	-8.218883	-78.476538	13	147	Rural	C	Centro	Costa	0.09
Sector Industrial 1091	Lima	-11.919414	-77.064843	2805	36303	Urbano	B	Centro	Costa	0.08
Bella Vista 1092	Lima	-11.978697	-77.31031	87	859	Rural	C	Centro	Costa	0.1
San Bajo 1093	Trujillo	-8.190395	-79.111823	1333	17498	Urbano	B	Centro	Costa	0.08
Pueblo Alto 1094	Lima	-11.976066	-77.217861	2338	20565	Urbano	B	Centro	Costa	0.11
Bella Vista 1095	Chiclayo	-7.083811	-80.325235	49	673	Rural	C	Norte	Costa	0.07
Zona Comercial 1096	Arequipa	-16.541401	-71.546041	1633	14357	Comercial	B	Sur	Selva	0.11
Zona Comercial 1097	Arequipa	-16.301297	-71.667842	5254	49738	Comercial	A	Sur	Selva	0.11
Zona Comercial 1098	Lima	-11.8974	-76.850788	2144	29004	Comercial	B	Centro	Costa	0.07
Santa Industrial 1099	Chiclayo	-6.905332	-80.048127	2238	30851	Urbano	B	Norte	Costa	0.07
Distrito Oeste 1100	Pucallpa	-8.275862	-74.517262	1516	14900	Urbano	B	Centro	Sierra	0.1
Villa Central 1101	Chimbote	-9.36508	-78.5097	1440	13878	Urbano	B	Centro	Costa	0.1
Zona Comercial 1102	Lima	-12.043141	-77.124418	1240	17920	Comercial	B	Centro	Costa	0.07
La Esperanza 1103	Iquitos	-3.556465	-73.538346	175	1669	Rural	C	Norte	Sierra	0.1
Sector Alto 1104	Trujillo	-7.967543	-79.10949	195	2460	Urbano	C	Norte	Costa	0.08
Las Flores 1105	Chimbote	-9.022516	-77.973994	22	221	Rural	C	Centro	Costa	0.1
Los Angeles 1106	Lima	-11.876334	-77.496411	186	2689	Rural	C	Centro	Costa	0.07
San Oeste 1107	Arequipa	-16.261136	-71.73365	407	5172	Urbano	C	Sur	Selva	0.08
Las Flores 1108	Lima	-11.786561	-77.066218	105	1294	Rural	C	Centro	Costa	0.08
Santa Central 1109	Piura	-5.295641	-80.696063	166	2193	Urbano	C	Norte	Costa	0.08
El Milagro 1110	Lima	-11.725656	-77.583	861	10569	Rural	C	Centro	Costa	0.08
Anexo Bajo 1111	Lima	-11.923274	-77.235622	1523	15877	Urbano	B	Centro	Costa	0.1
Centro Este 1112	Huancayo	-12.329747	-75.125824	390	4351	Urbano	C	Centro	Sierra	0.09
La Esperanza 1113	Trujillo	-8.169359	-79.451015	150	1885	Rural	C	Centro	Costa	0.08
Distrito Oeste 1114	Arequipa	-16.507413	-71.542273	905	10735	Urbano	C	Sur	Selva	0.08
Zona Comercial 1115	Lima	-12.122791	-76.897252	1084	11201	Comercial	B	Centro	Costa	0.1
Distrito Chico 1116	Arequipa	-16.423203	-71.567236	440	5776	Urbano	C	Sur	Selva	0.08
Los Angeles 1117	Lima	-11.971407	-77.158676	12	107	Rural	C	Centro	Costa	0.11
Buenos Aires 1118	Piura	-5.240104	-80.606154	77	840	Rural	C	Norte	Costa	0.09
Bella Vista 1119	Lima	-11.666515	-77.09248	128	1500	Rural	C	Centro	Costa	0.09
Urbanización Nuevo 1120	Chimbote	-8.974759	-78.764289	718	6988	Urbano	C	Centro	Costa	0.1
Urbanización Central 1121	Iquitos	-3.495648	-73.044418	604	5666	Urbano	C	Norte	Sierra	0.11
Pueblo Este 1122	Piura	-5.075485	-80.945751	1225	13939	Urbano	B	Norte	Costa	0.09
Caserío Nuevo 1123	Piura	-5.053421	-80.596786	634	5550	Urbano	C	Norte	Costa	0.11
Centro Oeste 1124	Cusco	-13.524315	-71.942162	580	6918	Urbano	C	Sur	Selva	0.08
Urbanización Este 1125	Piura	-5.233926	-80.364026	100	884	Urbano	C	Norte	Costa	0.11
Caserío Chico 1126	Lima	-11.964048	-77.223032	990	10036	Urbano	C	Centro	Costa	0.1
Las Flores 1127	Lima	-12.343406	-76.606044	123	1414	Rural	C	Centro	Costa	0.09
San Chico 1128	Arequipa	-16.281521	-71.268136	322	2861	Urbano	C	Sur	Selva	0.11
Villa Bajo 1129	Chimbote	-9.383326	-78.454117	4186	39315	Urbano	B	Centro	Costa	0.11
Zona Comercial 1130	Chiclayo	-6.59489	-79.904579	2893	25860	Comercial	B	Norte	Costa	0.11
El Progreso 1131	Lima	-12.234392	-77.972759	46	687	Rural	C	Centro	Costa	0.07
Zona Comercial 1132	Lima	-12.042356	-77.070444	500	7056	Comercial	C	Centro	Costa	0.07
Barrio Viejo 1133	Arequipa	-16.521151	-71.581649	2615	26220	Urbano	B	Sur	Selva	0.1
Urbanización Norte 1134	Piura	-4.972539	-80.815783	161	1745	Urbano	C	Norte	Costa	0.09
Anexo Industrial 1135	Lima	-12.122663	-77.193235	1257	10195	Urbano	B	Centro	Costa	0.12
Urbanización Nuevo 1136	Arequipa	-16.375198	-71.607881	300	3019	Urbano	C	Sur	Selva	0.1
Zona Viejo 1137	Cusco	-13.633348	-72.028551	947	14042	Urbano	C	Sur	Selva	0.07
Centro Viejo 1138	Trujillo	-8.134025	-78.90542	157	1904	Urbano	C	Centro	Costa	0.08
Zona Central 1139	Chimbote	-9.3224	-78.962473	2757	36152	Urbano	B	Centro	Costa	0.08
La Esperanza 1140	Arequipa	-17.001503	-71.631649	25	338	Rural	C	Sur	Selva	0.07
Sector Grande 1141	Huancayo	-12.022638	-75.239608	403	5991	Urbano	C	Centro	Sierra	0.07
Anexo Este 1142	Iquitos	-3.883586	-73.14073	1372	11187	Urbano	B	Norte	Sierra	0.12
Las Mercedes 1143	Lima	-12.16657	-76.944109	31	271	Rural	C	Centro	Costa	0.11
Los Angeles 1144	Lima	-11.912868	-77.383763	327	2693	Rural	C	Centro	Costa	0.12
Caserío Industrial 1145	Arequipa	-16.462535	-71.239419	427	5172	Urbano	C	Sur	Selva	0.08
La Esperanza 1146	Chimbote	-8.634651	-78.629594	201	2222	Rural	C	Centro	Costa	0.09
Sector Bajo 1147	Lima	-11.935034	-76.892923	4223	34621	Urbano	B	Centro	Costa	0.12
Zona Alto 1148	Trujillo	-8.221611	-79.202438	3000	36310	Urbano	B	Centro	Costa	0.08
Las Flores 1149	Pucallpa	-8.098156	-74.446787	75	641	Rural	C	Centro	Sierra	0.12
Centro Central 1150	Cusco	-13.699977	-71.890538	1455	13738	Urbano	B	Sur	Selva	0.11
Centro Nuevo 1151	Cusco	-13.337291	-71.802786	4890	60323	Urbano	B	Sur	Selva	0.08
Sector Nuevo 1152	Iquitos	-3.514441	-73.250921	498	5596	Urbano	C	Norte	Sierra	0.09
Caserío Oeste 1153	Cusco	-13.669163	-71.979626	8704	120204	Urbano	A	Sur	Selva	0.07
Centro Alto 1154	Cusco	-13.659448	-72.038742	378	3769	Urbano	C	Sur	Selva	0.1
Zona Comercial 1155	Trujillo	-8.03527	-79.058193	2401	35474	Comercial	B	Centro	Costa	0.07
Sector Sur 1156	Cusco	-13.761129	-71.976499	3261	41821	Urbano	B	Sur	Selva	0.08
Barrio Este 1157	Chiclayo	-6.905708	-79.948979	100	1160	Urbano	C	Norte	Costa	0.09
Bella Vista 1158	Lima	-11.991686	-76.888737	513	6628	Rural	C	Centro	Costa	0.08
Caserío Grande 1159	Chiclayo	-6.722893	-80.037828	1507	18277	Urbano	B	Norte	Costa	0.08
Distrito Oeste 1160	Cusco	-13.603249	-71.812236	2111	29393	Urbano	B	Sur	Selva	0.07
Villa Bajo 1161	Cusco	-13.756856	-72.398933	100	1497	Urbano	C	Sur	Selva	0.07
Zona Comercial 1162	Iquitos	-3.651268	-73.283615	1413	12945	Comercial	B	Norte	Sierra	0.11
Barrio Este 1163	Piura	-5.204586	-80.582908	544	7334	Urbano	C	Norte	Costa	0.07
Centro Grande 1164	Piura	-5.024696	-80.913212	1827	23731	Urbano	B	Norte	Costa	0.08
Caserío Central 1165	Lima	-12.076681	-77.173327	2885	36595	Urbano	B	Centro	Costa	0.08
Barrio Norte 1166	Lima	-12.142778	-77.009588	227	2231	Urbano	C	Centro	Costa	0.1
Los Angeles 1167	Iquitos	-4.165554	-73.068285	172	1546	Rural	C	Norte	Sierra	0.11
El Progreso 1168	Lima	-12.334711	-76.815618	82	1049	Rural	C	Centro	Costa	0.08
Buenos Aires 1169	Lima	-11.177356	-77.27479	213	2143	Rural	C	Centro	Costa	0.1
Caserío Nuevo 1170	Lima	-12.284616	-77.285558	100	1435	Urbano	C	Centro	Costa	0.07
La Esperanza 1171	Trujillo	-8.468128	-79.125471	33	360	Rural	C	Centro	Costa	0.09
La Esperanza 1172	Piura	-5.656895	-80.620676	87	837	Rural	C	Norte	Costa	0.1
El Progreso 1173	Lima	-11.603946	-76.500823	60	619	Rural	C	Centro	Costa	0.1
Zona Nuevo 1174	Trujillo	-8.187626	-79.058437	1541	15664	Urbano	B	Centro	Costa	0.1
El Milagro 1175	Chiclayo	-6.486093	-80.251486	120	1735	Rural	C	Norte	Costa	0.07
Los Angeles 1176	Chiclayo	-6.592398	-80.000307	82	800	Rural	C	Norte	Costa	0.1
Distrito Nuevo 1177	Trujillo	-8.171034	-79.177191	3817	48206	Urbano	B	Centro	Costa	0.08
Los Angeles 1178	Trujillo	-8.08976	-79.125712	85	1050	Rural	C	Centro	Costa	0.08
Pueblo Central 1179	Chimbote	-9.053495	-78.463839	100	895	Urbano	C	Centro	Costa	0.11
El Milagro 1180	Trujillo	-8.040319	-78.872592	142	1935	Rural	C	Centro	Costa	0.07
Urbanización Industrial 1181	Chiclayo	-6.6284	-79.709218	335	3071	Urbano	C	Norte	Costa	0.11
Pueblo Chico 1182	Trujillo	-8.199617	-79.1277	531	6716	Urbano	C	Centro	Costa	0.08
Buenos Aires 1183	Chiclayo	-6.776061	-79.799913	16	172	Rural	C	Norte	Costa	0.09
Centro Sur 1184	Lima	-12.133426	-76.584024	415	4098	Urbano	C	Centro	Costa	0.1
San Bajo 1185	Chiclayo	-6.881041	-79.98653	298	2422	Urbano	C	Norte	Costa	0.12
El Milagro 1186	Cusco	-13.520474	-71.813514	65	905	Rural	C	Sur	Selva	0.07
Bella Vista 1187	Piura	-5.055101	-81.437241	25	200	Rural	C	Norte	Costa	0.12
Las Mercedes 1188	Piura	-5.548127	-80.675231	16	173	Rural	C	Norte	Costa	0.09
Villa Grande 1189	Lima	-12.198613	-77.092675	251	3012	Urbano	C	Centro	Costa	0.08
La Esperanza 1190	Pucallpa	-8.373269	-74.421343	14	122	Rural	C	Centro	Sierra	0.11
Distrito Grande 1191	Lima	-11.89214	-77.348386	106	1487	Urbano	C	Centro	Costa	0.07
Buenos Aires 1192	Piura	-5.461606	-81.259035	183	1988	Rural	C	Norte	Costa	0.09
Centro Oeste 1193	Cusco	-13.28991	-71.965669	462	4920	Urbano	C	Sur	Selva	0.09
Anexo Nuevo 1194	Lima	-12.065556	-77.06538	1789	15453	Urbano	B	Centro	Costa	0.12
Pueblo Bajo 1195	Lima	-12.079439	-77.154612	100	1114	Urbano	C	Centro	Costa	0.09
Zona Comercial 1196	Arequipa	-16.401882	-71.379949	2835	22842	Comercial	B	Sur	Selva	0.12
Zona Comercial 1197	Chimbote	-8.934065	-78.76101	1611	13175	Comercial	B	Centro	Costa	0.12
Distrito Nuevo 1198	Lima	-12.041726	-77.025518	193	1590	Urbano	C	Centro	Costa	0.12
Villa Oeste 1199	Chiclayo	-6.801618	-79.640949	488	6249	Urbano	C	Norte	Costa	0.08
San Industrial 1200	Chiclayo	-6.72282	-79.827769	2033	16612	Urbano	B	Norte	Costa	0.12
Zona Alto 1201	Lima	-12.420227	-77.090079	173	1807	Urbano	C	Centro	Costa	0.1
Caserío Grande 1202	Lima	-12.044739	-76.944516	100	1152	Urbano	C	Centro	Costa	0.09
Anexo Industrial 1203	Chiclayo	-6.677093	-79.691999	1485	12543	Urbano	B	Norte	Costa	0.12
San Industrial 1204	Chimbote	-9.147931	-78.480493	1167	11133	Urbano	B	Centro	Costa	0.1
Las Flores 1205	Cusco	-13.382741	-72.24376	37	335	Rural	C	Sur	Selva	0.11
Sector Viejo 1206	Lima	-12.089881	-76.729391	6133	65853	Urbano	A	Centro	Costa	0.09
Sector Oeste 1207	Lima	-12.008678	-77.073534	311	3612	Urbano	C	Centro	Costa	0.09
Zona Norte 1208	Iquitos	-3.525688	-73.163797	592	7835	Urbano	C	Norte	Sierra	0.08
Zona Comercial 1209	Lima	-11.961906	-77.101765	500	5721	Comercial	C	Centro	Costa	0.09
Buenos Aires 1210	Lima	-12.026158	-76.600303	47	430	Rural	C	Centro	Costa	0.11
Zona Central 1211	Lima	-12.142332	-77.028477	342	4017	Urbano	C	Centro	Costa	0.09
Pueblo Oeste 1212	Arequipa	-16.48688	-71.423502	656	6860	Urbano	C	Sur	Selva	0.1
El Progreso 1213	Arequipa	-16.340588	-71.559693	518	4462	Rural	C	Sur	Selva	0.12
Zona Comercial 1214	Arequipa	-16.397051	-71.508974	1069	11218	Comercial	B	Sur	Selva	0.1
Zona Industrial 1215	Arequipa	-16.398775	-71.541159	1163	13314	Urbano	B	Sur	Selva	0.09
Sector Grande 1216	Lima	-11.943996	-77.129254	322	3069	Urbano	C	Centro	Costa	0.1
La Esperanza 1217	Lima	-11.953288	-77.514561	99	995	Rural	C	Centro	Costa	0.1
Zona Alto 1218	Chiclayo	-6.734071	-79.897588	410	3520	Urbano	C	Norte	Costa	0.12
San Central 1219	Lima	-11.87149	-77.120597	134	1439	Urbano	C	Centro	Costa	0.09
Distrito Bajo 1220	Arequipa	-16.311373	-71.530666	2711	39594	Urbano	B	Sur	Selva	0.07
Las Flores 1221	Lima	-11.773613	-77.174894	153	1232	Rural	C	Centro	Costa	0.12
Bella Vista 1222	Lima	-11.526561	-76.90175	15	166	Rural	C	Centro	Costa	0.09
Centro Este 1223	Lima	-12.04766	-77.201865	580	8677	Urbano	C	Centro	Costa	0.07
Zona Industrial 1224	Chiclayo	-6.780433	-79.943133	1740	24097	Urbano	B	Norte	Costa	0.07
Bella Vista 1225	Lima	-12.118541	-76.985273	24	346	Rural	C	Centro	Costa	0.07
Urbanización Norte 1226	Lima	-11.839164	-77.020109	3201	29054	Urbano	B	Centro	Costa	0.11
Zona Comercial 1227	Chimbote	-8.965693	-78.573972	1004	10838	Comercial	B	Centro	Costa	0.09
Pueblo Chico 1228	Lima	-12.18663	-76.888302	295	2975	Urbano	C	Centro	Costa	0.1
Pueblo Oeste 1229	Trujillo	-7.88032	-79.019664	221	2291	Urbano	C	Norte	Costa	0.1
Zona Nuevo 1230	Arequipa	-16.22884	-71.461805	379	3328	Urbano	C	Sur	Selva	0.11
Sector Viejo 1231	Arequipa	-16.684962	-71.406192	3988	34988	Urbano	B	Sur	Selva	0.11
Buenos Aires 1232	Chiclayo	-7.112753	-79.753518	174	2115	Rural	C	Norte	Costa	0.08
Santa Oeste 1233	Cusco	-13.716981	-71.997421	347	3276	Urbano	C	Sur	Selva	0.11
La Esperanza 1234	Lima	-12.144399	-77.212225	123	1382	Rural	C	Centro	Costa	0.09
