LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Sector Norte 3185	Cartagena	10.38746	-75.399902	984	16796	Urbano	B	Bolívar	Caribe	0.15
Anexo Este 3186	Cartagena	10.30151	-75.494482	1909	416	Comercial	B	Bolívar	Caribe	0.14
Villa Norte 3187	Lima	-12.092882	-77.075249	3	169	Rural	C	Lima	Costa	0.08
Caserío Nuevo 3188	Iquitos	-3.707195	-73.259005	2166	22336	Urbano	A	Loreto	Selva	0.13
Pueblo Nuevo 3189	Manta	-1.024854	-80.761051	2714	23192	Urbano	A	Manabí	Costa	0.07
Caserío Nuevo 3190	Cali	3.527823	-76.582169	811	854	Comercial	B	Valle del Cauca	Pacífico	0.08
Villa Central 3191	Cusco	-13.517211	-71.961808	1682	16606	Urbano	B	Cusco	Sierra	0.09
Caserío Viejo 3192	Quito	-0.255261	-78.489266	9544	93374	Urbano	A	Pichincha	Sierra	0.07
Pueblo Oeste 3193	Huancayo	-12.059767	-75.15945	1234	24187	Urbano	B	Junín	Sierra	0.13
Sector Sur 3194	Huancayo	-12.145729	-75.178784	349	5350	Urbano	C	Junín	Sierra	0.13
Barrio Nuevo 3195	Medellín	6.2393	-75.645763	557	6287	Urbano	C	Antioquia	Andina	0.12
Zona Comercial Industrial 3196	Arequipa	-16.423615	-71.569512	10831	114863	Urbano	A	Arequipa	Sierra	0.09
Barrio Bajo 3197	Cusco	-13.599499	-71.908931	687	10441	Urbano	C	Cusco	Sierra	0.15
Barrio Oeste 3198	Cali	3.466526	-76.574184	9	188	Rural	C	Valle del Cauca	Pacífico	0.08
Urbanización Este 3199	Cusco	-13.536464	-71.99465	727	6974	Urbano	C	Cusco	Sierra	0.13
Villa Central 3200	Cuenca	-2.885006	-78.972297	1278	21795	Urbano	B	Azuay	Sierra	0.07
Villa Este 3201	Huancayo	-12.108003	-75.243769	4387	42176	Urbano	A	Junín	Sierra	0.08
Villa Viejo 3202	Manta	-0.97452	-80.737547	1036	14276	Urbano	B	Manabí	Costa	0.07
Centro Sur 3203	Medellín	6.279744	-75.608202	1394	807	Comercial	B	Antioquia	Andina	0.11
Urbanización Alto 3204	Trujillo	-8.135266	-79.083148	401	4762	Urbano	C	La Libertad	Costa	0.11
Villa Nuevo 3205	Huancayo	-11.999539	-75.156518	1240	542	Comercial	B	Junín	Sierra	0.14
Distrito Grande 3206	Lima	-12.100509	-77.045903	1152	17467	Urbano	B	Lima	Costa	0.08
Villa Alto 3207	Chiclayo	-6.761472	-79.834783	10256	90705	Urbano	A	Lambayeque	Costa	0.06
Distrito Viejo 3208	Cartagena	10.423665	-75.545958	1621	18380	Urbano	B	Bolívar	Caribe	0.14
Villa Este 3209	Chiclayo	-6.759075	-79.763052	1897	27502	Urbano	B	Lambayeque	Costa	0.1
Villa Industrial 3210	Guayaquil	-2.118155	-79.96658	297	3540	Urbano	C	Guayas	Costa	0.11
Centro Este 3211	Guayaquil	-2.199535	-79.900557	3744	43630	Urbano	A	Guayas	Costa	0.07
Pueblo Industrial 3212	Trujillo	-8.13781	-79.033311	2340	44895	Urbano	A	La Libertad	Costa	0.12
Sector Chico 3213	Huancayo	-12.106238	-75.200265	171	2448	Rural	C	Junín	Sierra	0.13
Pueblo Alto 3214	Manta	-1.033848	-80.676023	416	4190	Urbano	C	Manabí	Costa	0.09
Centro Central 3215	Iquitos	-3.788778	-73.207321	4405	773	Comercial	A	Loreto	Selva	0.12
Pueblo Sur 3216	La Paz	-16.477429	-68.12189	770	8257	Urbano	C	La Paz	Altiplano	0.05
Zona Comercial Alto 3217	Chiclayo	-6.697505	-79.888185	4567	57174	Urbano	A	Lambayeque	Costa	0.09
Barrio Nuevo 3218	Cusco	-13.523584	-71.875639	4441	82408	Urbano	A	Cusco	Sierra	0.13
Centro Bajo 3219	Trujillo	-8.186603	-78.97295	194	2173	Urbano	C	La Libertad	Costa	0.07
Sector Central 3220	Chiclayo	-6.710157	-79.825899	589	6498	Urbano	C	Lambayeque	Costa	0.13
Sector Nuevo 3221	Iquitos	-3.809682	-73.172042	104	2425	Rural	C	Loreto	Selva	0.11
Urbanización Oeste 3222	Santa Cruz	-17.743964	-63.182069	2483	26258	Urbano	A	Santa Cruz	Llanos	0.08
Caserío Este 3223	Cartagena	10.367688	-75.533332	2965	30065	Urbano	A	Bolívar	Caribe	0.1
Urbanización Nuevo 3224	Cartagena	10.419671	-75.473975	2929	27344	Urbano	A	Bolívar	Caribe	0.06
Villa Sur 3225	Chiclayo	-6.685603	-79.889138	1500	14112	Urbano	B	Lambayeque	Costa	0.09
Sector Bajo 3226	Medellín	6.235934	-75.521722	162	2888	Rural	C	Antioquia	Andina	0.1
Barrio Alto 3227	Santa Cruz	-17.726605	-63.139586	3487	67348	Urbano	A	Santa Cruz	Llanos	0.12
Pueblo Grande 3228	Cusco	-13.646028	-71.963223	1715	29718	Urbano	B	Cusco	Sierra	0.07
Pueblo Central 3229	Cusco	-13.523534	-72.028566	1863	24937	Urbano	B	Cusco	Sierra	0.08
Pueblo Bajo 3230	Iquitos	-3.722221	-73.256716	152	2290	Rural	C	Loreto	Selva	0.1
Sector Norte 3231	Iquitos	-3.694095	-73.24178	1338	16823	Urbano	B	Loreto	Selva	0.12
Caserío Este 3232	Cali	3.482129	-76.547621	118	2308	Rural	C	Valle del Cauca	Pacífico	0.13
Villa Alto 3233	Iquitos	-3.764471	-73.271678	3200	55233	Urbano	A	Loreto	Selva	0.08
Urbanización Oeste 3234	Chiclayo	-6.711861	-79.865185	1598	20663	Urbano	B	Lambayeque	Costa	0.14
Distrito Grande 3235	Guayaquil	-2.249618	-79.857638	3132	26563	Urbano	A	Guayas	Costa	0.08
Anexo Industrial 3236	Cusco	-13.553535	-72.009437	1273	11155	Urbano	B	Cusco	Sierra	0.13
Villa Norte 3237	Barranquilla	10.949979	-74.799044	1563	21988	Urbano	B	Atlántico	Caribe	0.09
Sector Sur 3238	Bogotá	4.666038	-74.085606	5396	55291	Urbano	A	Cundinamarca	Andina	0.12
Distrito Oeste 3239	Barranquilla	10.870168	-74.777501	2256	30271	Urbano	A	Atlántico	Caribe	0.08
Anexo Nuevo 3240	Cusco	-13.54011	-71.941089	49	1198	Rural	C	Cusco	Sierra	0.06
Caserío Central 3241	Quito	-0.214971	-78.512199	6138	62213	Urbano	A	Pichincha	Sierra	0.09
Pueblo Oeste 3242	Arequipa	-16.378481	-71.503694	2725	447	Comercial	A	Arequipa	Sierra	0.11
Pueblo Viejo 3243	Chiclayo	-6.726251	-79.904636	63	2618	Rural	C	Lambayeque	Costa	0.11
Villa Nuevo 3244	Manta	-0.985058	-80.651149	545	6763	Urbano	C	Manabí	Costa	0.14
Urbanización Sur 3245	Iquitos	-3.823068	-73.238434	1969	23226	Urbano	B	Loreto	Selva	0.11
Anexo Central 3246	Arequipa	-16.391579	-71.570879	3823	37240	Urbano	A	Arequipa	Sierra	0.12
Caserío Oeste 3247	Bogotá	4.684746	-74.081784	282	4799	Urbano	C	Cundinamarca	Andina	0.09
Urbanización Nuevo 3248	Cuenca	-2.832785	-79.052228	144	2579	Urbano	C	Azuay	Sierra	0.15
Urbanización Norte 3249	Iquitos	-3.703446	-73.26724	640	12339	Urbano	C	Loreto	Selva	0.09
Urbanización Bajo 3250	Cuenca	-2.942266	-79.109052	913	17586	Urbano	B	Azuay	Sierra	0.1
Caserío Este 3251	Trujillo	-8.120956	-79.090101	1516	17696	Urbano	B	La Libertad	Costa	0.15
Distrito Alto 3252	Chiclayo	-6.768039	-79.842925	634	5987	Urbano	C	Lambayeque	Costa	0.13
Zona Comercial Alto 3253	Trujillo	-8.106467	-79.024808	1214	14624	Urbano	B	La Libertad	Costa	0.13
Anexo Oeste 3254	La Paz	-16.452627	-68.178298	768	7613	Urbano	C	La Paz	Altiplano	0.1
Urbanización Alto 3255	Santa Cruz	-17.679939	-63.152463	2205	137	Comercial	A	Santa Cruz	Llanos	0.06
Pueblo Oeste 3256	Lima	-12.037721	-77.034719	225	2298	Urbano	C	Lima	Costa	0.07
Zona Comercial Industrial 3257	Chiclayo	-6.730962	-79.864434	1554	21113	Urbano	B	Lambayeque	Costa	0.1
Villa Este 3258	Iquitos	-3.714372	-73.279835	706	7862	Urbano	C	Loreto	Selva	0.15
Anexo Norte 3259	Medellín	6.2605	-75.623355	120	1561	Rural	C	Antioquia	Andina	0.09
Sector Alto 3260	Cuenca	-2.886288	-78.857018	1287	15710	Urbano	B	Azuay	Sierra	0.14
Zona Comercial Nuevo 3261	Guayaquil	-2.177508	-79.920786	660	13210	Urbano	C	Guayas	Costa	0.11
Caserío Oeste 3262	Cali	3.488284	-76.50975	1025	10576	Urbano	B	Valle del Cauca	Pacífico	0.15
Sector Este 3263	Cartagena	10.42343	-75.477191	2167	21100	Urbano	A	Bolívar	Caribe	0.09
Villa Chico 3264	Cusco	-13.541695	-71.958957	536	8538	Urbano	C	Cusco	Sierra	0.12
Caserío Este 3265	Manta	-0.84704	-80.774399	1136	10291	Urbano	B	Manabí	Costa	0.06
Distrito Industrial 3266	Cali	3.425761	-76.553765	1198	20967	Urbano	B	Valle del Cauca	Pacífico	0.08
Anexo Este 3267	Arequipa	-16.468633	-71.505893	2280	32041	Urbano	A	Arequipa	Sierra	0.05
Pueblo Central 3268	Bogotá	4.688424	-73.994012	1397	27772	Urbano	B	Cundinamarca	Andina	0.07
Villa Central 3269	Chiclayo	-6.783194	-79.769177	3557	38761	Urbano	A	Lambayeque	Costa	0.12
Barrio Industrial 3270	Lima	-11.976315	-77.021804	1490	29523	Urbano	B	Lima	Costa	0.12
Caserío Este 3271	Santa Cruz	-17.801834	-63.178896	1112	884	Comercial	B	Santa Cruz	Llanos	0.1
Distrito Viejo 3272	El Alto	-16.555606	-68.127596	495	7413	Urbano	C	La Paz	Altiplano	0.08
Urbanización Chico 3273	Quito	-0.257127	-78.407145	4686	49532	Urbano	A	Pichincha	Sierra	0.12
Zona Comercial Bajo 3274	Trujillo	-8.128452	-78.981021	1430	24113	Urbano	B	La Libertad	Costa	0.14
Pueblo Viejo 3275	Trujillo	-8.13646	-79.054946	9	305	Rural	C	La Libertad	Costa	0.09
Pueblo Este 3276	Cartagena	10.365627	-75.370639	7844	66057	Urbano	A	Bolívar	Caribe	0.15
Zona Comercial Este 3277	Arequipa	-16.407913	-71.441488	4128	549	Comercial	A	Arequipa	Sierra	0.07
Pueblo Central 3278	Barranquilla	10.91277	-74.715356	74	1527	Rural	C	Atlántico	Caribe	0.14
Centro Grande 3279	Cusco	-13.569306	-71.858271	914	11710	Urbano	B	Cusco	Sierra	0.11
Barrio Alto 3280	La Paz	-16.509464	-68.101558	988	12865	Urbano	B	La Paz	Altiplano	0.08
Anexo Sur 3281	Cusco	-13.526228	-71.914348	15	219	Rural	C	Cusco	Sierra	0.08
Zona Comercial Bajo 3282	Huancayo	-12.004439	-75.253469	4443	155	Comercial	A	Junín	Sierra	0.12
Caserío Nuevo 3283	Lima	-12.076012	-77.100992	69	1642	Rural	C	Lima	Costa	0.14
Anexo Alto 3284	Iquitos	-3.735913	-73.187178	3937	40755	Urbano	A	Loreto	Selva	0.15
Barrio Viejo 3285	Guayaquil	-2.192822	-79.961381	508	6946	Urbano	C	Guayas	Costa	0.07
Sector Viejo 3286	Cochabamba	-17.414842	-66.235089	3920	603	Comercial	A	Cochabamba	Valles	0.08
Barrio Bajo 3287	Huancayo	-12.063466	-75.196734	1857	16262	Urbano	B	Junín	Sierra	0.11
Pueblo Este 3288	Barranquilla	10.931806	-74.835152	2261	29843	Urbano	A	Atlántico	Caribe	0.09
Barrio Norte 3289	Bogotá	4.602629	-74.058532	3015	41133	Urbano	A	Cundinamarca	Andina	0.07
Sector Grande 3290	Santa Cruz	-17.719419	-63.254501	1127	9793	Urbano	B	Santa Cruz	Llanos	0.12
Villa Central 3291	Arequipa	-16.382365	-71.553835	649	9219	Urbano	C	Arequipa	Sierra	0.11
Urbanización Industrial 3292	Bogotá	4.705953	-74.035483	4724	63577	Urbano	A	Cundinamarca	Andina	0.11
Villa Industrial 3293	Arequipa	-16.431144	-71.507245	2041	27377	Urbano	A	Arequipa	Sierra	0.12
Centro Oeste 3294	Lima	-11.974929	-77.032836	36	568	Rural	C	Lima	Costa	0.13
Caserío Central 3295	Chiclayo	-6.733659	-79.869225	1247	13885	Urbano	B	Lambayeque	Costa	0.1
Centro Bajo 3296	Cali	3.478626	-76.396792	166	2911	Rural	C	Valle del Cauca	Pacífico	0.15
Pueblo Nuevo 3297	Cali	3.437328	-76.583899	1510	13997	Urbano	B	Valle del Cauca	Pacífico	0.06
Sector Este 3298	Huancayo	-12.177261	-75.163334	868	13360	Urbano	B	Junín	Sierra	0.11
Urbanización Oeste 3299	Lima	-11.991354	-77.049107	1396	11645	Urbano	B	Lima	Costa	0.15
Centro Bajo 3300	Manta	-0.947703	-80.748974	287	4752	Urbano	C	Manabí	Costa	0.07
Distrito Central 3301	Cuenca	-2.858006	-78.981581	982	19265	Urbano	B	Azuay	Sierra	0.1
Villa Industrial 3302	Huancayo	-12.136941	-75.128797	2741	28516	Urbano	A	Junín	Sierra	0.06
Centro Alto 3303	Cusco	-13.577969	-71.894274	240	2202	Urbano	C	Cusco	Sierra	0.12
Pueblo Este 3304	Guayaquil	-2.177537	-79.903745	1695	118	Comercial	B	Guayas	Costa	0.07
Barrio Oeste 3305	Chiclayo	-6.730054	-79.847819	345	2954	Urbano	C	Lambayeque	Costa	0.06
Pueblo Nuevo 3306	Arequipa	-16.476365	-71.562087	551	6892	Urbano	C	Arequipa	Sierra	0.09
Pueblo Oeste 3307	Cartagena	10.410119	-75.50738	4142	553	Comercial	A	Bolívar	Caribe	0.12
Zona Comercial Alto 3308	Cuenca	-2.955087	-79.088446	886	12073	Urbano	B	Azuay	Sierra	0.1
Pueblo Nuevo 3309	Trujillo	-8.170027	-78.977577	1139	10301	Urbano	B	La Libertad	Costa	0.15
Sector Sur 3310	El Alto	-16.598233	-68.202838	2556	28287	Urbano	A	La Paz	Altiplano	0.06
Centro Central 3311	Cuenca	-2.883685	-78.994878	656	12032	Urbano	C	Azuay	Sierra	0.06
Villa Norte 3312	Chiclayo	-6.830262	-79.751473	1675	15669	Urbano	B	Lambayeque	Costa	0.1
Distrito Este 3313	Quito	-0.192342	-78.442248	4479	48007	Urbano	A	Pichincha	Sierra	0.08
Sector Grande 3314	Lima	-11.906718	-77.026217	1999	573	Comercial	B	Lima	Costa	0.12
Sector Sur 3315	Cusco	-13.481317	-71.976895	499	5091	Urbano	C	Cusco	Sierra	0.12
Zona Comercial Sur 3316	Cali	3.434248	-76.571791	3000	32827	Urbano	A	Valle del Cauca	Pacífico	0.1
Barrio Nuevo 3317	Trujillo	-8.093026	-78.989682	4312	490	Comercial	A	La Libertad	Costa	0.14
Barrio Oeste 3318	Manta	-0.993889	-80.660566	1577	24851	Urbano	B	Manabí	Costa	0.14
Barrio Nuevo 3319	Huancayo	-12.044104	-75.213834	291	3789	Urbano	C	Junín	Sierra	0.14
Distrito Oeste 3320	Cochabamba	-17.406456	-66.13743	1871	19629	Urbano	B	Cochabamba	Valles	0.08
Sector Chico 3321	El Alto	-16.531237	-68.215761	3639	880	Comercial	A	La Paz	Altiplano	0.06
Pueblo Alto 3322	Quito	-0.243457	-78.406884	1564	14958	Urbano	B	Pichincha	Sierra	0.14
Pueblo Industrial 3323	Barranquilla	10.990261	-74.767193	1985	39138	Urbano	B	Atlántico	Caribe	0.14
Urbanización Grande 3324	Trujillo	-8.179943	-79.040071	5497	65227	Urbano	A	La Libertad	Costa	0.07
Caserío Bajo 3325	La Paz	-16.528106	-68.100001	2228	98	Comercial	A	La Paz	Altiplano	0.05
Centro Grande 3326	Quito	-0.303671	-78.507197	2437	21911	Urbano	A	Pichincha	Sierra	0.08
Zona Comercial Grande 3327	Cartagena	10.402267	-75.446578	3401	32449	Urbano	A	Bolívar	Caribe	0.08
Pueblo Este 3328	Cuenca	-2.804877	-79.079893	466	8233	Urbano	C	Azuay	Sierra	0.06
Pueblo Nuevo 3329	El Alto	-16.549819	-68.134038	1082	10225	Urbano	B	La Paz	Altiplano	0.12
Caserío Bajo 3330	Cali	3.465613	-76.486088	2040	25081	Urbano	A	Valle del Cauca	Pacífico	0.09
Caserío Nuevo 3331	Guayaquil	-2.151691	-79.943569	247	2995	Urbano	C	Guayas	Costa	0.06
Zona Comercial Bajo 3332	Barranquilla	10.944964	-74.744169	5892	49312	Urbano	A	Atlántico	Caribe	0.13
Villa Oeste 3333	Medellín	6.257292	-75.677289	4198	83916	Urbano	A	Antioquia	Andina	0.11
Urbanización Alto 3334	Guayaquil	-2.226436	-79.922785	3262	27218	Urbano	A	Guayas	Costa	0.1
Anexo Central 3335	Cusco	-13.548023	-71.980973	2199	20844	Urbano	A	Cusco	Sierra	0.11
Sector Norte 3336	Manta	-0.993078	-80.692725	2480	32257	Urbano	A	Manabí	Costa	0.1
Distrito Bajo 3337	Manta	-1.006788	-80.715014	453	4607	Urbano	C	Manabí	Costa	0.15
Villa Este 3338	Cochabamba	-17.499623	-66.212251	1549	14747	Urbano	B	Cochabamba	Valles	0.07
Caserío Chico 3339	Cusco	-13.463464	-71.879709	641	10547	Urbano	C	Cusco	Sierra	0.06
Villa Chico 3340	Chiclayo	-6.759385	-79.884519	746	10050	Urbano	C	Lambayeque	Costa	0.15
Pueblo Este 3341	Chiclayo	-6.772178	-79.880661	212	2738	Urbano	C	Lambayeque	Costa	0.12
Barrio Viejo 3342	Barranquilla	10.958562	-74.742549	1048	12875	Urbano	B	Atlántico	Caribe	0.11
Barrio Grande 3343	Medellín	6.229267	-75.559613	1223	17434	Urbano	B	Antioquia	Andina	0.1
Anexo Nuevo 3344	Cochabamba	-17.452147	-66.202512	1813	32915	Urbano	B	Cochabamba	Valles	0.1
Centro Industrial 3345	Santa Cruz	-17.773054	-63.177318	897	141	Comercial	B	Santa Cruz	Llanos	0.08
Villa Sur 3346	Cuenca	-2.896469	-79.017754	3013	242	Comercial	A	Azuay	Sierra	0.11
Distrito Oeste 3347	Cali	3.397854	-76.508512	269	3862	Urbano	C	Valle del Cauca	Pacífico	0.12
Distrito Industrial 3348	Santa Cruz	-17.785968	-63.19593	2851	586	Comercial	A	Santa Cruz	Llanos	0.12
Villa Bajo 3349	Arequipa	-16.42388	-71.587688	774	7422	Urbano	C	Arequipa	Sierra	0.1
Distrito Norte 3350	Cartagena	10.468865	-75.474829	601	10023	Urbano	C	Bolívar	Caribe	0.14
Sector Norte 3351	Iquitos	-3.728132	-73.132579	1671	19287	Urbano	B	Loreto	Selva	0.12
Zona Comercial Norte 3352	Medellín	6.233934	-75.549535	2129	31059	Urbano	A	Antioquia	Andina	0.13
Zona Comercial Viejo 3353	Iquitos	-3.702511	-73.297537	7147	62330	Urbano	A	Loreto	Selva	0.05
Sector Chico 3354	Arequipa	-16.439797	-71.57138	4445	42864	Urbano	A	Arequipa	Sierra	0.14
Villa Chico 3355	Cartagena	10.340257	-75.447351	1481	15969	Urbano	B	Bolívar	Caribe	0.1
Zona Comercial Sur 3356	Cuenca	-2.869894	-79.056769	2693	35274	Urbano	A	Azuay	Sierra	0.12
Zona Comercial Bajo 3357	Quito	-0.185443	-78.446891	1944	17558	Urbano	B	Pichincha	Sierra	0.07
Zona Comercial Viejo 3358	Cartagena	10.28836	-75.519254	549	8757	Urbano	C	Bolívar	Caribe	0.05
Sector Bajo 3359	Cartagena	10.359978	-75.420777	937	18534	Urbano	B	Bolívar	Caribe	0.08
Distrito Industrial 3360	Cuenca	-2.786326	-79.047812	842	11001	Urbano	B	Azuay	Sierra	0.07
Centro Central 3361	Guayaquil	-2.348546	-79.85136	520	6466	Urbano	C	Guayas	Costa	0.12
Villa Viejo 3362	Cartagena	10.356004	-75.504207	2912	800	Comercial	A	Bolívar	Caribe	0.08
Urbanización Bajo 3363	Arequipa	-16.406905	-71.531603	1814	17180	Urbano	B	Arequipa	Sierra	0.11
Urbanización Este 3364	Guayaquil	-2.220812	-79.958622	169	2545	Urbano	C	Guayas	Costa	0.09
Centro Sur 3365	Quito	-0.19424	-78.395822	3932	64985	Urbano	A	Pichincha	Sierra	0.15
Caserío Bajo 3366	Lima	-12.023065	-77.106783	2647	481	Comercial	A	Lima	Costa	0.12
Caserío Oeste 3367	Cuenca	-2.848885	-78.973143	4322	651	Comercial	A	Azuay	Sierra	0.13
Pueblo Grande 3368	Cusco	-13.571626	-71.94094	434	6657	Urbano	C	Cusco	Sierra	0.1
Caserío Chico 3369	Iquitos	-3.725372	-73.26197	4689	51458	Urbano	A	Loreto	Selva	0.1
Barrio Chico 3370	Manta	-0.956124	-80.687019	337	4214	Urbano	C	Manabí	Costa	0.11
Barrio Chico 3371	Cusco	-13.517358	-71.936179	4223	36823	Urbano	A	Cusco	Sierra	0.08
Caserío Alto 3372	Trujillo	-8.083816	-79.053423	478	6400	Urbano	C	La Libertad	Costa	0.11
Zona Comercial Bajo 3373	Iquitos	-3.754795	-73.271959	83	1700	Rural	C	Loreto	Selva	0.13
Anexo Viejo 3374	Cuenca	-2.940012	-78.992764	4740	561	Comercial	A	Azuay	Sierra	0.06
Pueblo Central 3375	Bogotá	4.709598	-74.094045	1548	23009	Urbano	B	Cundinamarca	Andina	0.09
Zona Comercial Este 3376	Chiclayo	-6.758923	-79.872421	746	13525	Urbano	C	Lambayeque	Costa	0.14
Centro Sur 3377	Trujillo	-8.069095	-79.145803	22	441	Rural	C	La Libertad	Costa	0.12
Zona Comercial Oeste 3378	Lima	-12.133502	-76.98687	623	7777	Urbano	C	Lima	Costa	0.1
Urbanización Nuevo 3379	Trujillo	-8.043524	-79.024867	5657	65118	Urbano	A	La Libertad	Costa	0.06
Centro Oeste 3380	Cartagena	10.514093	-75.488233	221	2765	Urbano	C	Bolívar	Caribe	0.14
Villa Chico 3381	Barranquilla	10.938841	-74.734979	891	10819	Urbano	B	Atlántico	Caribe	0.1
Zona Comercial Oeste 3382	Barranquilla	11.047146	-74.810954	1249	13299	Urbano	B	Atlántico	Caribe	0.07
Distrito Chico 3383	Cochabamba	-17.381834	-66.16886	116	1616	Rural	C	Cochabamba	Valles	0.07
Villa Nuevo 3384	La Paz	-16.482259	-68.196605	3488	31236	Urbano	A	La Paz	Altiplano	0.14
Barrio Industrial 3385	Cali	3.475796	-76.555373	1987	21660	Urbano	B	Valle del Cauca	Pacífico	0.06
Villa Central 3386	Barranquilla	10.920147	-74.878413	1555	14968	Urbano	B	Atlántico	Caribe	0.12
Centro Oeste 3387	Trujillo	-8.065036	-79.081008	320	3075	Urbano	C	La Libertad	Costa	0.08
Distrito Industrial 3388	Barranquilla	10.868688	-74.771076	120	2203	Urbano	C	Atlántico	Caribe	0.05
Anexo Bajo 3389	Cochabamba	-17.377346	-66.170366	3700	42765	Urbano	A	Cochabamba	Valles	0.15
Distrito Industrial 3390	Cochabamba	-17.419882	-66.087241	341	6017	Urbano	C	Cochabamba	Valles	0.09
Sector Norte 3391	Chiclayo	-6.816239	-79.860706	644	11847	Urbano	C	Lambayeque	Costa	0.07
Pueblo Oeste 3392	Trujillo	-8.08324	-78.959436	2012	32840	Urbano	A	La Libertad	Costa	0.11
Distrito Grande 3393	Bogotá	4.687522	-74.092661	2551	24855	Urbano	A	Cundinamarca	Andina	0.14
Zona Comercial Central 3394	Manta	-0.983794	-80.750238	3388	543	Comercial	A	Manabí	Costa	0.05
Distrito Viejo 3395	Lima	-12.013132	-77.027318	53	817	Rural	C	Lima	Costa	0.07
Sector Alto 3396	Lima	-12.116911	-77.174082	966	11162	Urbano	B	Lima	Costa	0.15
Centro Alto 3397	Bogotá	4.7133	-74.097299	2032	31548	Urbano	A	Cundinamarca	Andina	0.11
Caserío Alto 3398	Trujillo	-8.106673	-78.951581	4634	638	Comercial	A	La Libertad	Costa	0.14
Caserío Sur 3399	Quito	-0.157012	-78.501971	75	954	Rural	C	Pichincha	Sierra	0.11
Distrito Grande 3400	El Alto	-16.518337	-68.112966	2243	41828	Urbano	A	La Paz	Altiplano	0.14
Sector Central 3401	Iquitos	-3.646896	-73.215712	862	8246	Urbano	B	Loreto	Selva	0.1
Sector Sur 3402	La Paz	-16.362886	-68.116448	16	234	Rural	C	La Paz	Altiplano	0.13
Villa Norte 3403	Lima	-12.092608	-77.036944	37	1659	Rural	C	Lima	Costa	0.1
Urbanización Industrial 3404	Arequipa	-16.391636	-71.536468	171	2415	Rural	C	Arequipa	Sierra	0.08
Zona Comercial Este 3405	Cusco	-13.637502	-71.970646	292	3813	Urbano	C	Cusco	Sierra	0.09
Sector Alto 3406	Manta	-0.917831	-80.681984	390	4206	Urbano	C	Manabí	Costa	0.08
Villa Chico 3407	Barranquilla	10.970222	-74.820715	38	874	Rural	C	Atlántico	Caribe	0.13
Caserío Alto 3408	Medellín	6.297888	-75.665633	927	12717	Urbano	B	Antioquia	Andina	0.06
Pueblo Este 3409	Cusco	-13.481111	-71.943492	1469	18820	Urbano	B	Cusco	Sierra	0.15
Zona Comercial Viejo 3410	Quito	-0.166913	-78.489737	5955	54203	Urbano	A	Pichincha	Sierra	0.09
Villa Oeste 3411	Guayaquil	-2.169954	-79.844281	665	7037	Urbano	C	Guayas	Costa	0.1
Pueblo Nuevo 3412	El Alto	-16.580587	-68.187121	3250	57210	Urbano	A	La Paz	Altiplano	0.1
Sector Grande 3413	Barranquilla	10.868501	-74.752282	1499	20121	Urbano	B	Atlántico	Caribe	0.12
Sector Chico 3414	Arequipa	-16.446681	-71.524273	18	824	Rural	C	Arequipa	Sierra	0.12
Pueblo Grande 3415	Quito	-0.098423	-78.469401	380	4121	Urbano	C	Pichincha	Sierra	0.08
Centro Alto 3416	Medellín	6.297693	-75.56365	36	948	Rural	C	Antioquia	Andina	0.12
Villa Chico 3417	Guayaquil	-2.197985	-79.961291	260	3039	Urbano	C	Guayas	Costa	0.07
Barrio Bajo 3418	Lima	-12.000068	-76.997046	229	3421	Urbano	C	Lima	Costa	0.09
Pueblo Grande 3419	Huancayo	-12.044324	-75.169754	2085	19731	Urbano	A	Junín	Sierra	0.09
Barrio Industrial 3420	Iquitos	-3.681141	-73.251515	889	11510	Urbano	B	Loreto	Selva	0.06
Pueblo Sur 3421	Cartagena	10.372755	-75.449313	2123	25694	Urbano	A	Bolívar	Caribe	0.11
Pueblo Nuevo 3422	Huancayo	-12.092189	-75.240703	1247	18945	Urbano	B	Junín	Sierra	0.12
Anexo Alto 3423	Quito	-0.220274	-78.441839	1442	19055	Urbano	B	Pichincha	Sierra	0.12
Centro Este 3424	Cartagena	10.387979	-75.42287	4446	53568	Urbano	A	Bolívar	Caribe	0.07
Barrio Este 3425	Iquitos	-3.792694	-73.229498	3674	30819	Urbano	A	Loreto	Selva	0.09
Pueblo Industrial 3426	Iquitos	-3.821038	-73.248644	1025	543	Comercial	B	Loreto	Selva	0.09
Zona Comercial Alto 3427	Guayaquil	-2.149109	-79.889923	344	6100	Urbano	C	Guayas	Costa	0.14
Anexo Sur 3428	Barranquilla	10.95915	-74.679824	6297	70000	Urbano	A	Atlántico	Caribe	0.15
Distrito Nuevo 3429	Cali	3.458816	-76.52597	2645	32944	Urbano	A	Valle del Cauca	Pacífico	0.09
Zona Comercial Nuevo 3430	El Alto	-16.498379	-68.162204	1699	20475	Urbano	B	La Paz	Altiplano	0.08
Distrito Industrial 3431	Quito	-0.128446	-78.410898	1104	668	Comercial	B	Pichincha	Sierra	0.12
Distrito Central 3432	Trujillo	-8.010598	-78.936201	7120	131457	Urbano	A	La Libertad	Costa	0.11
