LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Pueblo Chico 4669	Arequipa	-16.323603	-71.576576	455	3986	Urbano	C	Arequipa	Sierra	0.09
Caserío Alto 4670	Manta	-1.037901	-80.756152	1232	15033	Urbano	B	Manabí	Costa	0.05
Barrio Oeste 4671	Barranquilla	11.021436	-74.78377	1665	19461	Urbano	B	Atlántico	Caribe	0.1
Villa Norte 4672	Cartagena	10.330851	-75.469727	3481	54259	Urbano	A	Bolívar	Caribe	0.07
Sector Bajo 4673	Bogotá	4.654769	-74.097274	745	10877	Urbano	C	Cundinamarca	Andina	0.12
Villa Este 4674	Huancayo	-12.018916	-75.284906	3444	31090	Urbano	A	Junín	Sierra	0.11
Pueblo Chico 4675	Huancayo	-12.037332	-75.194301	1686	388	Comercial	B	Junín	Sierra	0.12
Anexo Bajo 4676	Cuenca	-2.916844	-79.033871	1199	11511	Urbano	B	Azuay	Sierra	0.06
Distrito Norte 4677	Cartagena	10.334063	-75.552482	98	2004	Rural	C	Bolívar	Caribe	0.12
Distrito Este 4678	Barranquilla	10.907192	-74.743969	2346	32724	Urbano	A	Atlántico	Caribe	0.1
Distrito Chico 4679	Quito	-0.212247	-78.443769	53	1504	Rural	C	Pichincha	Sierra	0.12
Villa Oeste 4680	Cali	3.433108	-76.586092	1435	15717	Urbano	B	Valle del Cauca	Pacífico	0.14
Villa Sur 4681	El Alto	-16.527486	-68.26661	2254	348	Comercial	A	La Paz	Altiplano	0.08
Anexo Grande 4682	Medellín	6.31354	-75.593089	2220	28195	Urbano	A	Antioquia	Andina	0.1
Urbanización Central 4683	Manta	-0.952729	-80.603431	3266	36633	Urbano	A	Manabí	Costa	0.12
Caserío Chico 4684	Cartagena	10.400189	-75.60472	2334	20791	Urbano	A	Bolívar	Caribe	0.07
Distrito Industrial 4685	Trujillo	-8.073499	-78.977229	5529	70854	Urbano	A	La Libertad	Costa	0.06
Barrio Este 4686	Cuenca	-2.930775	-79.067366	376	7400	Urbano	C	Azuay	Sierra	0.06
Centro Chico 4687	Iquitos	-3.721418	-73.331946	11556	153801	Urbano	A	Loreto	Selva	0.14
Zona Comercial Alto 4688	Lima	-12.131707	-77.081522	200	2690	Rural	C	Lima	Costa	0.09
Urbanización Oeste 4689	Guayaquil	-2.171889	-79.934909	7032	74234	Urbano	A	Guayas	Costa	0.11
Zona Comercial Viejo 4690	Quito	-0.171532	-78.44774	43	768	Rural	C	Pichincha	Sierra	0.13
Distrito Alto 4691	Lima	-12.104771	-77.098054	2686	36751	Urbano	A	Lima	Costa	0.13
Sector Chico 4692	Huancayo	-11.979202	-75.203736	1429	27110	Urbano	B	Junín	Sierra	0.08
Zona Comercial Grande 4693	Iquitos	-3.786621	-73.275489	4592	38883	Urbano	A	Loreto	Selva	0.13
Distrito Norte 4694	Cali	3.483892	-76.617711	3206	45904	Urbano	A	Valle del Cauca	Pacífico	0.05
Barrio Sur 4695	Cuenca	-2.890306	-79.060508	1470	385	Comercial	B	Azuay	Sierra	0.09
Pueblo Alto 4696	Chiclayo	-6.797448	-79.843384	3452	31155	Urbano	A	Lambayeque	Costa	0.13
Distrito Bajo 4697	Guayaquil	-2.12341	-79.877307	1077	9832	Urbano	B	Guayas	Costa	0.08
Barrio Alto 4698	Iquitos	-3.733221	-73.308912	1962	407	Comercial	B	Loreto	Selva	0.09
Pueblo Este 4699	Cartagena	10.364417	-75.373766	2733	24167	Urbano	A	Bolívar	Caribe	0.13
Distrito Bajo 4700	Cochabamba	-17.358134	-66.160171	1454	27462	Urbano	B	Cochabamba	Valles	0.1
Anexo Nuevo 4701	El Alto	-16.59629	-68.216868	558	4947	Urbano	C	La Paz	Altiplano	0.1
Centro Alto 4702	Bogotá	4.637926	-74.013345	357	4051	Urbano	C	Cundinamarca	Andina	0.08
Centro Grande 4703	Guayaquil	-2.182718	-80.010285	6469	90567	Urbano	A	Guayas	Costa	0.1
Distrito Este 4704	Cuenca	-2.994627	-79.016838	3553	52882	Urbano	A	Azuay	Sierra	0.13
Pueblo Alto 4705	Guayaquil	-2.153642	-79.967049	548	9048	Urbano	C	Guayas	Costa	0.1
Barrio Alto 4706	Cuenca	-2.851503	-79.072322	1738	280	Comercial	B	Azuay	Sierra	0.07
Zona Comercial Bajo 4707	Bogotá	4.738692	-73.988852	2576	29585	Urbano	A	Cundinamarca	Andina	0.06
Urbanización Viejo 4708	Iquitos	-3.732612	-73.325209	10969	100254	Urbano	A	Loreto	Selva	0.06
Sector Grande 4709	Guayaquil	-2.175519	-79.949153	1922	21364	Urbano	B	Guayas	Costa	0.12
Villa Este 4710	Quito	-0.221318	-78.494746	1421	767	Comercial	B	Pichincha	Sierra	0.14
Sector Grande 4711	Barranquilla	10.940666	-74.761297	926	8112	Urbano	B	Atlántico	Caribe	0.14
Distrito Nuevo 4712	Lima	-12.162175	-77.020682	4462	458	Comercial	A	Lima	Costa	0.15
Anexo Nuevo 4713	Trujillo	-8.131732	-78.949723	2963	548	Comercial	A	La Libertad	Costa	0.12
Centro Viejo 4714	Huancayo	-12.016411	-75.252153	6513	58743	Urbano	A	Junín	Sierra	0.05
Caserío Grande 4715	Huancayo	-11.982592	-75.148262	7643	66059	Urbano	A	Junín	Sierra	0.09
Distrito Este 4716	El Alto	-16.536722	-68.169148	56	981	Rural	C	La Paz	Altiplano	0.06
Caserío Sur 4717	El Alto	-16.568821	-68.170893	6251	81139	Urbano	A	La Paz	Altiplano	0.13
Barrio Este 4718	Manta	-0.994553	-80.709035	3944	78821	Urbano	A	Manabí	Costa	0.08
Sector Central 4719	Cartagena	10.406371	-75.511799	1709	21237	Urbano	B	Bolívar	Caribe	0.14
Barrio Central 4720	Barranquilla	10.95885	-74.72714	1735	851	Comercial	B	Atlántico	Caribe	0.14
Villa Chico 4721	Huancayo	-12.063364	-75.341454	4434	985	Comercial	A	Junín	Sierra	0.14
Zona Comercial Alto 4722	Iquitos	-3.699726	-73.225562	847	10618	Urbano	B	Loreto	Selva	0.08
Distrito Sur 4723	Cuenca	-2.947445	-78.964433	624	10636	Urbano	C	Azuay	Sierra	0.05
Anexo Viejo 4724	Bogotá	4.730283	-74.061118	3110	29538	Urbano	A	Cundinamarca	Andina	0.09
Pueblo Norte 4725	Bogotá	4.783277	-74.057892	2309	31974	Urbano	A	Cundinamarca	Andina	0.11
Anexo Grande 4726	Chiclayo	-6.905236	-79.817371	317	2784	Urbano	C	Lambayeque	Costa	0.15
Caserío Norte 4727	Quito	-0.185814	-78.452092	3551	50364	Urbano	A	Pichincha	Sierra	0.06
Villa Chico 4728	Medellín	6.255799	-75.619065	4620	84528	Urbano	A	Antioquia	Andina	0.07
Distrito Este 4729	Cartagena	10.500004	-75.41287	1062	557	Comercial	B	Bolívar	Caribe	0.12
Caserío Norte 4730	Quito	-0.20136	-78.488447	8507	75275	Urbano	A	Pichincha	Sierra	0.13
Distrito Grande 4731	Cusco	-13.508568	-72.023962	3156	37022	Urbano	A	Cusco	Sierra	0.09
Distrito Alto 4732	Cochabamba	-17.370527	-66.141085	3203	42234	Urbano	A	Cochabamba	Valles	0.08
Caserío Alto 4733	Chiclayo	-6.784747	-79.922333	1457	17855	Urbano	B	Lambayeque	Costa	0.1
Caserío Bajo 4734	Santa Cruz	-17.760203	-63.083568	309	4889	Urbano	C	Santa Cruz	Llanos	0.14
Zona Comercial Oeste 4735	Bogotá	4.684194	-74.075823	2802	30337	Urbano	A	Cundinamarca	Andina	0.09
Sector Grande 4736	Lima	-12.014755	-77.116863	2078	18122	Urbano	A	Lima	Costa	0.14
Sector Oeste 4737	Cali	3.486747	-76.557496	388	7253	Urbano	C	Valle del Cauca	Pacífico	0.15
Anexo Este 4738	Cochabamba	-17.455289	-66.078776	165	2741	Rural	C	Cochabamba	Valles	0.1
Distrito Bajo 4739	Guayaquil	-2.147706	-79.938571	3612	181	Comercial	A	Guayas	Costa	0.11
Centro Grande 4740	Iquitos	-3.821342	-73.223928	3876	830	Comercial	A	Loreto	Selva	0.15
Anexo Central 4741	Cartagena	10.323421	-75.494237	984	9088	Urbano	B	Bolívar	Caribe	0.13
Zona Comercial Industrial 4742	Lima	-12.066301	-77.002611	2966	39292	Urbano	A	Lima	Costa	0.11
Barrio Central 4743	Iquitos	-3.700555	-73.190615	713	7466	Urbano	C	Loreto	Selva	0.06
Centro Industrial 4744	Chiclayo	-6.772302	-79.81818	2447	46861	Urbano	A	Lambayeque	Costa	0.08
Anexo Grande 4745	Iquitos	-3.69903	-73.301628	914	10814	Urbano	B	Loreto	Selva	0.09
Centro Oeste 4746	Lima	-11.974935	-76.997077	181	2919	Rural	C	Lima	Costa	0.1
Anexo Norte 4747	Guayaquil	-2.184206	-79.903752	3657	51024	Urbano	A	Guayas	Costa	0.12
Barrio Norte 4748	Cuenca	-2.950842	-79.05075	2031	24885	Urbano	A	Azuay	Sierra	0.1
Distrito Central 4749	Lima	-12.008778	-77.06002	2782	32520	Urbano	A	Lima	Costa	0.1
Pueblo Alto 4750	Cali	3.395535	-76.550082	2528	165	Comercial	A	Valle del Cauca	Pacífico	0.09
Distrito Alto 4751	Barranquilla	10.994739	-74.752503	2141	42735	Urbano	A	Atlántico	Caribe	0.11
Zona Comercial Bajo 4752	Quito	-0.138762	-78.441431	1395	22077	Urbano	B	Pichincha	Sierra	0.11
Centro Nuevo 4753	Quito	-0.161975	-78.361995	2370	30409	Urbano	A	Pichincha	Sierra	0.09
Barrio Alto 4754	Trujillo	-8.175596	-79.002637	507	8379	Urbano	C	La Libertad	Costa	0.11
Anexo Industrial 4755	Guayaquil	-2.207582	-79.891283	840	7927	Urbano	B	Guayas	Costa	0.12
Villa Sur 4756	Chiclayo	-6.83063	-79.749755	3191	468	Comercial	A	Lambayeque	Costa	0.11
Zona Comercial Norte 4757	Quito	-0.152406	-78.466907	2191	162	Comercial	A	Pichincha	Sierra	0.07
Sector Bajo 4758	Manta	-0.959776	-80.767766	172	2252	Rural	C	Manabí	Costa	0.09
Zona Comercial Nuevo 4759	El Alto	-16.542712	-68.163846	2738	26067	Urbano	A	La Paz	Altiplano	0.11
Sector Sur 4760	Barranquilla	11.004639	-74.801619	1117	15479	Urbano	B	Atlántico	Caribe	0.12
Villa Alto 4761	Bogotá	4.714891	-73.935759	1471	15757	Urbano	B	Cundinamarca	Andina	0.1
Urbanización Central 4762	Bogotá	4.744071	-74.016163	9	265	Rural	C	Cundinamarca	Andina	0.1
Sector Este 4763	El Alto	-16.565764	-68.144728	947	17993	Urbano	B	La Paz	Altiplano	0.1
Sector Chico 4764	Huancayo	-12.088982	-75.207919	609	8111	Urbano	C	Junín	Sierra	0.1
Urbanización Norte 4765	Cartagena	10.36571	-75.421047	402	3471	Urbano	C	Bolívar	Caribe	0.1
Zona Comercial Sur 4766	Huancayo	-12.161529	-75.259576	2060	20654	Urbano	A	Junín	Sierra	0.09
Barrio Sur 4767	Chiclayo	-6.705072	-79.870552	854	679	Comercial	B	Lambayeque	Costa	0.05
Distrito Chico 4768	Lima	-12.009436	-77.090154	1304	17519	Urbano	B	Lima	Costa	0.14
Barrio Este 4769	Cochabamba	-17.382551	-66.141658	15083	129412	Urbano	A	Cochabamba	Valles	0.08
Pueblo Sur 4770	Quito	-0.14814	-78.468786	1523	17547	Urbano	B	Pichincha	Sierra	0.08
Caserío Nuevo 4771	Trujillo	-8.08961	-79.008112	162	2223	Rural	C	La Libertad	Costa	0.06
Sector Central 4772	Barranquilla	10.951391	-74.679646	504	6577	Urbano	C	Atlántico	Caribe	0.07
Anexo Viejo 4773	Medellín	6.181858	-75.603739	1059	9574	Urbano	B	Antioquia	Andina	0.08
Anexo Este 4774	El Alto	-16.53731	-68.203062	5763	78184	Urbano	A	La Paz	Altiplano	0.08
Caserío Oeste 4775	Medellín	6.237978	-75.567162	1037	20249	Urbano	B	Antioquia	Andina	0.08
Caserío Bajo 4776	Huancayo	-12.106644	-75.169945	1665	19565	Urbano	B	Junín	Sierra	0.14
Distrito Nuevo 4777	Quito	-0.224844	-78.494042	45	1443	Rural	C	Pichincha	Sierra	0.08
Barrio Grande 4778	Manta	-1.06179	-80.723364	9034	76324	Urbano	A	Manabí	Costa	0.1
Urbanización Bajo 4779	Lima	-12.060886	-77.122581	366	3334	Urbano	C	Lima	Costa	0.08
Distrito Industrial 4780	Arequipa	-16.348572	-71.509896	4314	49800	Urbano	A	Arequipa	Sierra	0.13
Zona Comercial Bajo 4781	Trujillo	-8.157314	-78.949011	5217	73826	Urbano	A	La Libertad	Costa	0.07
Villa Chico 4782	Huancayo	-12.098216	-75.219417	1930	22091	Urbano	B	Junín	Sierra	0.09
Villa Sur 4783	Cartagena	10.339804	-75.479223	3591	35375	Urbano	A	Bolívar	Caribe	0.09
Centro Este 4784	Arequipa	-16.429674	-71.576645	361	3506	Urbano	C	Arequipa	Sierra	0.1
Barrio Industrial 4785	Huancayo	-11.993361	-75.217713	124	2330	Rural	C	Junín	Sierra	0.15
Urbanización Central 4786	Trujillo	-8.155021	-79.024498	1509	12905	Urbano	B	La Libertad	Costa	0.09
Zona Comercial Central 4787	Iquitos	-3.676023	-73.408602	661	6778	Urbano	C	Loreto	Selva	0.09
Villa Industrial 4788	La Paz	-16.569868	-68.228499	3227	52029	Urbano	A	La Paz	Altiplano	0.08
Villa Este 4789	Medellín	6.191519	-75.580321	2650	518	Comercial	A	Antioquia	Andina	0.14
Distrito Nuevo 4790	Trujillo	-8.078156	-79.056379	3635	40773	Urbano	A	La Libertad	Costa	0.08
Pueblo Chico 4791	Cusco	-13.520855	-71.98717	1050	16212	Urbano	B	Cusco	Sierra	0.15
Caserío Alto 4792	Bogotá	4.71513	-74.036942	852	15874	Urbano	B	Cundinamarca	Andina	0.14
Centro Este 4793	Guayaquil	-2.175578	-79.961108	4064	513	Comercial	A	Guayas	Costa	0.15
Urbanización Este 4794	Barranquilla	10.969885	-74.766279	1187	15617	Urbano	B	Atlántico	Caribe	0.06
Distrito Norte 4795	Cuenca	-2.898696	-79.017722	3827	465	Comercial	A	Azuay	Sierra	0.05
Centro Bajo 4796	Medellín	6.332893	-75.515041	1758	21679	Urbano	B	Antioquia	Andina	0.15
Anexo Viejo 4797	Iquitos	-3.771588	-73.299408	726	6226	Urbano	C	Loreto	Selva	0.14
Pueblo Norte 4798	Santa Cruz	-17.835749	-63.13973	686	9184	Urbano	C	Santa Cruz	Llanos	0.12
Anexo Sur 4799	Lima	-12.005278	-77.087758	8683	77816	Urbano	A	Lima	Costa	0.1
Pueblo Viejo 4800	El Alto	-16.556918	-68.219104	219	4132	Urbano	C	La Paz	Altiplano	0.11
Distrito Norte 4801	Lima	-12.024967	-76.991269	657	9637	Urbano	C	Lima	Costa	0.08
Urbanización Sur 4802	Medellín	6.235955	-75.524128	1732	22472	Urbano	B	Antioquia	Andina	0.1
Distrito Central 4803	Manta	-0.998255	-80.714807	90	1464	Rural	C	Manabí	Costa	0.08
Pueblo Oeste 4804	El Alto	-16.487234	-68.241974	2593	62	Comercial	A	La Paz	Altiplano	0.12
Villa Sur 4805	Cartagena	10.375575	-75.513199	11043	143779	Urbano	A	Bolívar	Caribe	0.11
Urbanización Bajo 4806	Lima	-12.046197	-77.15212	127	2042	Rural	C	Lima	Costa	0.13
Pueblo Viejo 4807	Quito	-0.203803	-78.476727	15032	152887	Urbano	A	Pichincha	Sierra	0.11
Distrito Norte 4808	Guayaquil	-2.108563	-79.861831	87	1567	Rural	C	Guayas	Costa	0.15
Urbanización Norte 4809	Lima	-11.958168	-77.137334	207	3239	Urbano	C	Lima	Costa	0.14
Villa Chico 4810	Trujillo	-8.107691	-78.990355	382	3401	Urbano	C	La Libertad	Costa	0.11
Centro Viejo 4811	Quito	-0.216845	-78.486661	700	8470	Urbano	C	Pichincha	Sierra	0.1
Anexo Bajo 4812	Cuenca	-2.949959	-78.966652	2414	835	Comercial	A	Azuay	Sierra	0.07
Centro Bajo 4813	Bogotá	4.710458	-74.068034	158	2082	Rural	C	Cundinamarca	Andina	0.08
Barrio Viejo 4814	Cali	3.509137	-76.530768	5352	84605	Urbano	A	Valle del Cauca	Pacífico	0.08
Zona Comercial Grande 4815	Cuenca	-2.96764	-79.032407	506	6147	Urbano	C	Azuay	Sierra	0.15
Barrio Bajo 4816	Cusco	-13.572761	-71.922903	410	4723	Urbano	C	Cusco	Sierra	0.14
Zona Comercial Sur 4817	Quito	-0.247086	-78.407066	359	4310	Urbano	C	Pichincha	Sierra	0.12
Barrio Central 4818	Quito	-0.180089	-78.547268	7432	126707	Urbano	A	Pichincha	Sierra	0.12
Zona Comercial Oeste 4819	Lima	-12.024629	-77.010578	3030	37393	Urbano	A	Lima	Costa	0.08
Pueblo Nuevo 4820	Quito	-0.160456	-78.399279	780	7488	Urbano	C	Pichincha	Sierra	0.06
Villa Oeste 4821	Cali	3.472541	-76.56483	438	4849	Urbano	C	Valle del Cauca	Pacífico	0.1
Villa Sur 4822	Guayaquil	-2.158848	-79.905686	93	1453	Rural	C	Guayas	Costa	0.05
Sector Industrial 4823	Manta	-0.99926	-80.695912	961	8835	Urbano	B	Manabí	Costa	0.1
Anexo Grande 4824	Bogotá	4.743771	-74.11805	8674	75671	Urbano	A	Cundinamarca	Andina	0.09
Anexo Industrial 4825	Bogotá	4.730874	-74.045983	577	9353	Urbano	C	Cundinamarca	Andina	0.1
Villa Grande 4826	Cusco	-13.479701	-71.948573	5664	58378	Urbano	A	Cusco	Sierra	0.15
Pueblo Alto 4827	Cuenca	-2.910448	-79.058005	73	2540	Rural	C	Azuay	Sierra	0.05
Sector Viejo 4828	Huancayo	-12.108053	-75.237217	1471	20125	Urbano	B	Junín	Sierra	0.1
Barrio Chico 4829	Lima	-12.039256	-77.086961	4634	43209	Urbano	A	Lima	Costa	0.08
Pueblo Viejo 4830	Lima	-12.041049	-77.050441	3002	35261	Urbano	A	Lima	Costa	0.15
Urbanización Chico 4831	Cartagena	10.432499	-75.532978	588	7723	Urbano	C	Bolívar	Caribe	0.09
Barrio Viejo 4832	Santa Cruz	-17.77849	-63.202002	1090	12851	Urbano	B	Santa Cruz	Llanos	0.12
Villa Bajo 4833	La Paz	-16.45063	-68.151034	4800	40335	Urbano	A	La Paz	Altiplano	0.12
Villa Central 4834	Huancayo	-12.082156	-75.230432	36	1183	Rural	C	Junín	Sierra	0.13
Zona Comercial Grande 4835	Manta	-0.930789	-80.746603	306	4435	Urbano	C	Manabí	Costa	0.08
Villa Bajo 4836	Chiclayo	-6.886003	-79.86131	3617	39787	Urbano	A	Lambayeque	Costa	0.12
Sector Alto 4837	Huancayo	-12.043919	-75.20867	317	5282	Urbano	C	Junín	Sierra	0.15
Pueblo Chico 4838	Cuenca	-2.821358	-78.972115	4096	602	Comercial	A	Azuay	Sierra	0.08
Caserío Este 4839	Cusco	-13.470574	-71.959801	1176	13768	Urbano	B	Cusco	Sierra	0.1
Centro Industrial 4840	Cusco	-13.525397	-72.00946	3373	140	Comercial	A	Cusco	Sierra	0.09
Pueblo Este 4841	Cuenca	-2.860867	-78.987444	1543	25696	Urbano	B	Azuay	Sierra	0.13
Caserío Oeste 4842	Cartagena	10.387163	-75.55019	1132	18009	Urbano	B	Bolívar	Caribe	0.1
Distrito Nuevo 4843	Quito	-0.196699	-78.544048	122	2238	Rural	C	Pichincha	Sierra	0.15
Barrio Alto 4844	Arequipa	-16.363731	-71.600139	73	2012	Rural	C	Arequipa	Sierra	0.14
Barrio Sur 4845	Cartagena	10.354488	-75.50023	1503	27120	Urbano	B	Bolívar	Caribe	0.12
Distrito Nuevo 4846	Guayaquil	-2.16548	-79.953313	2233	31116	Urbano	A	Guayas	Costa	0.08
Anexo Grande 4847	Arequipa	-16.374751	-71.487288	379	4767	Urbano	C	Arequipa	Sierra	0.08
Villa Alto 4848	Trujillo	-8.211614	-79.019298	60	839	Rural	C	La Libertad	Costa	0.08
Barrio Industrial 4849	Trujillo	-8.077022	-79.04891	939	16337	Urbano	B	La Libertad	Costa	0.1
Caserío Este 4850	Lima	-12.071528	-77.112126	3135	30303	Urbano	A	Lima	Costa	0.13
Urbanización Industrial 4851	Medellín	6.283956	-75.602455	209	3962	Urbano	C	Antioquia	Andina	0.11
Sector Este 4852	Lima	-11.953741	-77.057905	936	11928	Urbano	B	Lima	Costa	0.07
Sector Nuevo 4853	Iquitos	-3.774724	-73.301995	298	5218	Urbano	C	Loreto	Selva	0.09
Zona Comercial Bajo 4854	Lima	-11.998498	-77.045754	1000	13776	Urbano	B	Lima	Costa	0.12
Pueblo Norte 4855	Bogotá	4.707853	-73.997385	3835	64015	Urbano	A	Cundinamarca	Andina	0.06
Distrito Alto 4856	Cuenca	-2.844872	-78.934003	1655	14937	Urbano	B	Azuay	Sierra	0.07
Anexo Viejo 4857	Barranquilla	11.022211	-74.814912	4223	73533	Urbano	A	Atlántico	Caribe	0.12
Pueblo Grande 4858	Cali	3.507796	-76.486375	190	2015	Urbano	C	Valle del Cauca	Pacífico	0.13
Barrio Oeste 4859	Chiclayo	-6.816908	-79.818723	2464	26430	Urbano	A	Lambayeque	Costa	0.15
Barrio Central 4860	Trujillo	-8.219237	-78.990091	1962	526	Comercial	B	La Libertad	Costa	0.12
Centro Nuevo 4861	El Alto	-16.524304	-68.241826	151	2410	Rural	C	La Paz	Altiplano	0.12
Anexo Industrial 4862	Santa Cruz	-17.869474	-63.212991	8093	75698	Urbano	A	Santa Cruz	Llanos	0.1
Barrio Chico 4863	Arequipa	-16.33034	-71.454334	374	3212	Urbano	C	Arequipa	Sierra	0.13
Villa Chico 4864	Iquitos	-3.808528	-73.223769	3089	26703	Urbano	A	Loreto	Selva	0.13
Zona Comercial Grande 4865	Lima	-12.0554	-77.074299	811	13106	Urbano	B	Lima	Costa	0.07
Caserío Central 4866	Arequipa	-16.427067	-71.538846	4313	67314	Urbano	A	Arequipa	Sierra	0.05
Centro Viejo 4867	Cali	3.328228	-76.640622	1605	18477	Urbano	B	Valle del Cauca	Pacífico	0.12
Distrito Grande 4868	Quito	-0.119312	-78.434913	958	15185	Urbano	B	Pichincha	Sierra	0.06
Urbanización Central 4869	Cali	3.401567	-76.544034	411	6752	Urbano	C	Valle del Cauca	Pacífico	0.1
Zona Comercial Nuevo 4870	Cali	3.466063	-76.553142	5982	82045	Urbano	A	Valle del Cauca	Pacífico	0.14
Barrio Bajo 4871	Cartagena	10.343525	-75.443952	1137	13087	Urbano	B	Bolívar	Caribe	0.14
Barrio Alto 4872	Trujillo	-8.08095	-79.02115	1919	17150	Urbano	B	La Libertad	Costa	0.13
Pueblo Alto 4873	Chiclayo	-6.834563	-79.807467	939	816	Comercial	B	Lambayeque	Costa	0.08
Sector Chico 4874	Cusco	-13.501249	-71.904557	1252	22809	Urbano	B	Cusco	Sierra	0.13
Urbanización Este 4875	Cuenca	-2.89043	-79.071801	3464	28912	Urbano	A	Azuay	Sierra	0.05
Distrito Alto 4876	Huancayo	-12.116311	-75.19459	462	4786	Urbano	C	Junín	Sierra	0.11
Zona Comercial Central 4877	Trujillo	-8.173551	-79.022632	4395	56382	Urbano	A	La Libertad	Costa	0.11
Centro Grande 4878	Bogotá	4.778689	-74.096256	788	8414	Urbano	C	Cundinamarca	Andina	0.13
Pueblo Bajo 4879	Trujillo	-8.029421	-79.052918	206	2709	Urbano	C	La Libertad	Costa	0.06
Caserío Sur 4880	Cusco	-13.46331	-71.920682	4910	58721	Urbano	A	Cusco	Sierra	0.13
Barrio Alto 4881	Iquitos	-3.722302	-73.273198	306	2828	Urbano	C	Loreto	Selva	0.06
Anexo Oeste 4882	Chiclayo	-6.681394	-79.872099	861	13127	Urbano	B	Lambayeque	Costa	0.09
Caserío Chico 4883	Cuenca	-2.863923	-79.06892	2531	36232	Urbano	A	Azuay	Sierra	0.08
Distrito Sur 4884	Huancayo	-12.110102	-75.131402	85	1151	Rural	C	Junín	Sierra	0.1
Caserío Bajo 4885	Cartagena	10.313162	-75.5062	2964	47698	Urbano	A	Bolívar	Caribe	0.1
Caserío Viejo 4886	Cartagena	10.441767	-75.445934	492	6039	Urbano	C	Bolívar	Caribe	0.07
Villa Norte 4887	Manta	-0.99175	-80.66254	89	1614	Rural	C	Manabí	Costa	0.07
Centro Oeste 4888	Cartagena	10.411723	-75.451265	4657	489	Comercial	A	Bolívar	Caribe	0.15
Barrio Grande 4889	Barranquilla	10.989301	-74.807627	846	10125	Urbano	B	Atlántico	Caribe	0.12
Sector Norte 4890	Quito	-0.182047	-78.445788	325	5085	Urbano	C	Pichincha	Sierra	0.05
Sector Norte 4891	Huancayo	-11.948555	-75.19185	131	2571	Rural	C	Junín	Sierra	0.05
Sector Alto 4892	Cuenca	-2.863238	-78.996362	2607	31281	Urbano	A	Azuay	Sierra	0.06
Barrio Viejo 4893	Arequipa	-16.423548	-71.56763	3347	52299	Urbano	A	Arequipa	Sierra	0.11
Villa Oeste 4894	Cusco	-13.56567	-71.911549	535	5205	Urbano	C	Cusco	Sierra	0.05
Villa Este 4895	Cartagena	10.376471	-75.566038	69	1844	Rural	C	Bolívar	Caribe	0.05
Anexo Norte 4896	Lima	-11.978365	-77.023281	6754	100585	Urbano	A	Lima	Costa	0.11
Villa Viejo 4897	Arequipa	-16.444612	-71.548369	834	813	Comercial	B	Arequipa	Sierra	0.09
Caserío Central 4898	Trujillo	-8.170969	-78.991353	723	9167	Urbano	C	La Libertad	Costa	0.06
Anexo Chico 4899	Chiclayo	-6.679428	-79.795094	2727	867	Comercial	A	Lambayeque	Costa	0.1
Zona Comercial Industrial 4900	Cali	3.458764	-76.453357	4153	511	Comercial	A	Valle del Cauca	Pacífico	0.08
Centro Alto 4901	Manta	-1.045013	-80.711238	3134	28463	Urbano	A	Manabí	Costa	0.08
Pueblo Viejo 4902	Arequipa	-16.405679	-71.524455	3972	791	Comercial	A	Arequipa	Sierra	0.14
Caserío Viejo 4903	Quito	-0.191474	-78.562306	4351	315	Comercial	A	Pichincha	Sierra	0.14
Sector Sur 4904	Huancayo	-12.094332	-75.175866	1005	14702	Urbano	B	Junín	Sierra	0.07
Centro Sur 4905	Barranquilla	11.014422	-74.911177	2659	49455	Urbano	A	Atlántico	Caribe	0.06
Caserío Oeste 4906	Guayaquil	-2.118144	-79.946594	1980	20543	Urbano	B	Guayas	Costa	0.13
Sector Nuevo 4907	Cusco	-13.546887	-71.934606	276	3667	Urbano	C	Cusco	Sierra	0.07
Sector Sur 4908	Cartagena	10.45706	-75.516176	38	620	Rural	C	Bolívar	Caribe	0.12
Villa Alto 4909	Barranquilla	10.954558	-74.809605	4352	37344	Urbano	A	Atlántico	Caribe	0.09
Sector Norte 4910	Iquitos	-3.829583	-73.314479	1286	24207	Urbano	B	Loreto	Selva	0.12
Centro Este 4911	Cartagena	10.343079	-75.474212	50	1353	Rural	C	Bolívar	Caribe	0.07
Villa Bajo 4912	Quito	-0.176392	-78.419928	276	3946	Urbano	C	Pichincha	Sierra	0.07
Anexo Industrial 4913	Chiclayo	-6.622472	-79.812673	4012	41323	Urbano	A	Lambayeque	Costa	0.08
Zona Comercial Bajo 4914	Guayaquil	-2.184489	-79.987973	68	967	Rural	C	Guayas	Costa	0.14
Barrio Industrial 4915	Guayaquil	-2.134205	-79.932636	426	4870	Urbano	C	Guayas	Costa	0.11
Villa Central 4916	Cusco	-13.531307	-72.04091	100	1988	Rural	C	Cusco	Sierra	0.09
Caserío Chico 4917	Cuenca	-2.892242	-79.051662	1066	11883	Urbano	B	Azuay	Sierra	0.06
Villa Norte 4918	Santa Cruz	-17.764024	-63.177351	4718	52253	Urbano	A	Santa Cruz	Llanos	0.15
